survived,pclass,age,sibsp,parch,fare,adult_male,alone,sex_male,embarked_Q,embarked_S,class_Second,class_Third,who_man,who_woman,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,embark_town_Queenstown,embark_town_Southampton,alive_yes
0.0,1.0,0.4973611460165871,0.125,0.0,0.018493968331299484,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0.0,0.5,0.33400351847197784,0.125,0.0,0.04098927018018883,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.0,0.0,0.015411575213749284,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1.0,0.5,0.032420206081930136,0.125,0.3333333333333333,0.08115719346076702,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1.0,1.0,0.23347574767529528,0.0,0.0,0.01537917417160685,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0.0,1.0,,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.125,0.0,0.030253985132996517,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1.0,1.0,,0.0,0.0,0.015126992566498259,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0.0,1.0,,0.25,0.0,0.04231498029001666,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0.0,1.0,0.22090977632570996,0.125,0.0,0.034743286152731485,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0.0,1.0,0.08268409148027142,0.5,0.16666666666666666,0.07746484096553544,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.2586076903744659,0.0,0.0,0.01522458606692728,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.0,0.610454888162855,0.125,0.0,0.1497654242623688,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1.0,0.5,0.35913546117114853,0.125,0.0,0.050748620223090936,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0.0,0.0,0.8115104297562201,0.0,0.16666666666666666,0.1209753416358076,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
1.0,0.0,,0.0,0.0,0.06929138530460492,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True
1.0,0.5,0.2586076903744659,0.0,0.0,0.020494635090094415,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0.0,1.0,0.35285247549635584,0.0,0.0,0.014110458666029575,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1.0,0.5,0.05755214878110078,0.125,0.3333333333333333,0.05416439273810667,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
0.0,1.0,0.13294797687861273,0.625,0.3333333333333333,0.09154270340242172,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.2711736617240513,0.0,0.0,0.014110458666029575,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1.0,0.0,0.4722292033174164,0.0,0.0,0.15614960068643363,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
0.0,0.0,0.5601910027645137,0.125,0.0,0.16293234896625058,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0.0,1.0,0.04498617743151546,0.375,0.3333333333333333,0.05445717323939373,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0.0,0.0,,0.0,0.0,0.05410739813385612,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1.0,1.0,,0.125,0.16666666666666666,0.029757819776815374,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
1.0,0.5,0.35913546117114853,0.0,0.0,0.020494635090094415,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True
0.0,1.0,0.23347574767529528,0.0,0.0,0.015923941091001644,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,1.0,0.20834380497612465,0.5,0.3333333333333333,0.015468569817999833,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
0.0,1.0,0.32143754712239253,0.25,0.0,0.016908073949327893,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.5,0.39683337521990447,0.0,0.0,0.020494635090094415,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.19577783362653933,0.625,0.3333333333333333,0.09154270340242172,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0.0,0.5,0.2586076903744659,0.0,0.0,0.1434624456306609,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.32143754712239253,0.125,0.0,0.028212719478023115,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1.0,1.0,0.39683337521990447,0.0,0.0,0.11027245763075773,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0.0,1.0,0.3088715757728072,0.0,0.0,0.014931805565640218,True,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False
0.0,1.0,,0.0,0.0,0.015411575213749284,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.5,0.005152048253329982,0.0,0.3333333333333333,0.056604230248832196,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
1.0,1.0,0.37170143252073384,0.0,0.0,0.024349578357040744,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
0.0,1.0,0.2711736617240513,0.0,0.0,0.017566830077223785,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,1.0,0.35913546117114853,0.0,0.0,0.018542765081513996,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
1.0,1.0,,0.0,0.0,0.015200187691820024,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0.0,0.0,0.3465694898215632,0.0,0.0,0.09193307740413781,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1.0,0.5,0.20834380497612465,0.0,0.0,0.020494635090094415,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
1.0,1.0,0.4093993465694898,0.375,0.0,0.030937139635999665,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
0.0,1.0,0.19577783362653933,0.125,0.5,0.06709553154495196,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.0,0.2837396330736366,0.375,0.3333333333333333,0.5133418122566505,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
0.0,1.0,0.2963056044232219,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.35913546117114853,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.24604171902488062,0.0,0.0,0.015330377421392339,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0,0.572756974114099,0.125,0.0,0.11940564777490723,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
0.0,1.0,0.32143754712239253,0.125,0.3333333333333333,0.04015972542654215,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.7361146016587082,0.0,0.0,0.014151057562208049,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0,0.8869062578537321,0.0,0.0,0.06764049365134761,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1.0,0.0,0.2837396330736366,0.0,0.16666666666666666,0.12366716556464086,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1.0,0.5,0.42196531791907516,0.0,0.16666666666666666,0.04489301019734967,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0.0,0.5,0.42196531791907516,0.125,0.0,0.050748620223090936,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.3465694898215632,0.0,0.0,0.015411575213749284,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.0,0.0,0.015411575213749284,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0,0.2586076903744659,0.0,0.16666666666666666,0.15085515328815924,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
0.0,1.0,0.4093993465694898,0.0,0.0,0.016891873428256675,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.4596632319678311,0.25,0.0,0.015468569817999833,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.3465694898215632,0.0,0.0,0.015411575213749284,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,1.0,0.2586076903744659,0.0,0.0,0.014931805565640218,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
1.0,1.0,,0.0,0.0,0.015175789316712771,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0.0,1.0,0.4722292033174164,0.0,0.0,0.015411575213749284,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,1.0,,0.125,0.0,0.04713766070721715,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0.0,0.0,0.5853229454636844,0.0,0.0,0.10149724044618187,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0.0,1.0,0.17692887660216136,0.125,0.0,0.028212719478023115,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.0,1.0,0.2711736617240513,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.24604171902488062,0.125,0.0,0.019177122834302632,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0.0,1.0,0.20834380497612465,0.0,0.0,0.028220722145058292,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0.0,1.0,0.2586076903744659,0.0,0.0,0.015468569817999833,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.8806232721789394,0.0,0.0,0.015126992566498259,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0.0,0.5,0.35913546117114853,0.125,0.0,0.04098927018018883,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0,0.2963056044232219,0.0,0.16666666666666666,0.4831284260198326,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
0.0,1.0,0.01985423473234481,0.5,0.3333333333333333,0.06104473451835265,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0.0,0.5,0.2586076903744659,0.25,0.0,0.1434624456306609,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.5,0.40311636089469716,0.125,0.0,0.058694292654020104,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1.0,0.5,0.40311636089469716,0.0,0.0,0.025374310111545468,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True
0.0,0.0,0.6732847449107816,0.0,0.16666666666666666,0.15085515328815924,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
1.0,1.0,0.14551394822819805,0.125,0.0,0.021942337075458514,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.0,1.0,,0.0,0.0,0.015126992566498259,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1.0,1.0,0.2963056044232219,0.0,0.0,0.01393967004027879,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
1.0,1.0,,0.125,0.16666666666666666,0.04364049521284361,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
0.0,1.0,0.5601910027645137,0.0,0.0,0.013614293309848433,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.4093993465694898,0.0,0.0,0.015411575213749284,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0.0,1.0,0.24604171902488062,0.0,0.0,0.013760683560491965,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.5853229454636844,0.125,0.0,0.028302115124416098,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
1.0,0.5,0.35913546117114853,0.125,0.0,0.050748620223090936,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0.0,0.5,0.3088715757728072,0.0,0.0,0.025374310111545468,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,0.5,0.2837396330736366,0.0,0.0,0.02936744577509929,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1.0,0.0,0.23347574767529528,0.0,0.3333333333333333,0.051301584996521765,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
0.0,0.0,0.4596632319678311,0.125,0.0,0.10364429745562033,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0.0,1.0,0.19577783362653933,0.0,0.0,0.01798980030808316,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0,0.2963056044232219,0.0,0.0,0.15458810467956932,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
0.0,1.0,,0.0,0.3333333333333333,0.029757819776815374,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1.0,1.0,0.2711736617240513,0.0,0.0,0.015126992566498259,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
1.0,1.0,0.2963056044232219,0.125,0.0,0.030937139635999665,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
0.0,1.0,0.23347574767529528,0.0,0.0,0.013175122557917838,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0.0,0.5,0.22090977632570996,0.0,0.0,0.022446505098674834,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,0.5,0.23347574767529528,0.125,0.16666666666666666,0.07173122281533045,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1.0,1.0,0.33400351847197784,0.0,0.0,0.015216388212891242,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0.0,1.0,0.10781603417944208,0.25,0.3333333333333333,0.06709553154495196,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0.0,0.5,0.4533802462930384,0.0,0.3333333333333333,0.050748620223090936,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False
0.0,0.5,0.5224930887157577,0.0,0.0,0.025374310111545468,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,0.5,0.6355868308620256,0.0,0.0,0.02444717185746977,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1.0,0.0,0.2711736617240513,0.125,0.0,0.12999454257145598,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
0.0,1.0,0.6921337019351596,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.5036441316913798,0.0,0.3333333333333333,0.028302115124416098,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.0,0.0,0.014273049437744325,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0,0.6355868308620256,0.0,0.16666666666666666,0.11980421963065935,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1.0,1.0,0.19577783362653933,0.0,0.0,0.015094396337354966,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0.0,1.0,0.37170143252073384,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.0,0.0,0.016908073949327893,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,1.0,0.3333333333333333,0.13575255909676823,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.5476250314149284,0.0,0.16666666666666666,0.031425107138144774,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.5,0.4973611460165871,0.0,0.0,0.030741952635141623,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0.0,1.0,0.32143754712239253,0.0,0.0,0.015175789316712771,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.20834380497612465,0.0,0.0,0.016908073949327893,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.007288263382759489,0.5,0.16666666666666666,0.07746484096553544,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1.0,1.0,0.10781603417944208,0.0,0.3333333333333333,0.04006213192611313,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True
1.0,0.0,,0.0,0.16666666666666666,0.10735285047192313,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True
0.0,1.0,0.5601910027645137,0.125,0.6666666666666666,0.05445717323939373,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0.0,0.0,,0.0,0.0,0.050602229972447406,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.3465694898215632,0.0,0.0,0.11027245763075773,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0,0.7612465443578789,0.0,0.0,0.06538764528744409,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
0.0,1.0,0.04498617743151546,0.5,0.16666666666666666,0.056848213999904744,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.0,1.0,0.007288263382759489,0.125,0.16666666666666666,0.021730754366528396,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True
0.0,1.0,0.2586076903744659,0.0,0.0,0.015468569817999833,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0,0.6984166876099522,0.0,0.0,0.05991421140938287,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.0,1.0,0.22090977632570996,0.125,0.16666666666666666,0.015330377421392339,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.375,0.16666666666666666,0.04970768794751499,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0,0.6230208595124404,0.0,0.0,0.05604306762136532,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0.0,0.5,0.37170143252073384,0.0,0.0,0.025374310111545468,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.4470972606182458,0.0,0.0,0.0,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,1.0,0.3333333333333333,0.13575255909676823,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0.0,0.5,,0.0,0.0,0.02937564362913533,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0.0,1.0,0.10781603417944208,0.5,0.3333333333333333,0.061264319894317944,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1.0,0.5,0.007288263382759489,0.25,0.16666666666666666,0.0761229303346364,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True
1.0,1.0,0.04498617743151546,0.0,0.3333333333333333,0.04298993693898376,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True
0.0,0.0,,0.0,0.0,0.09759350042902103,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1.0,1.0,,0.125,0.0,0.030253985132996517,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
1.0,0.0,0.5601910027645137,0.0,0.0,0.051822148727810165,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True
0.0,1.0,0.4973611460165871,0.125,0.16666666666666666,0.030253985132996517,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0.0,1.0,0.4470972606182458,0.0,0.0,0.015411575213749284,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.5,0.39683337521990447,0.0,0.0,0.025374310111545468,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0.0,0.5,0.23347574767529528,0.0,0.0,0.025374310111545468,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1.0,1.0,0.23347574767529528,0.125,0.0,0.015330377421392339,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
1.0,0.5,0.032420206081930136,0.125,0.16666666666666666,0.050748620223090936,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True
1.0,0.0,0.5476250314149284,0.0,0.0,0.05410739813385612,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
1.0,0.0,0.7235486303091229,0.0,0.0,0.2859895551532101,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
0.0,1.0,,0.0,0.0,0.015126992566498259,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
